case_id,axis,parameters,phase,prepared_specialized_median_ms,prepared_specialized_qualified_rounds,cudd_controls_first_median_ms,cudd_controls_first_qualified_rounds,cudd_sift_once_median_ms,cudd_sift_once_qualified_rounds,agrum_lazy_median_ms,agrum_lazy_qualified_rounds,storm_exact_median_ms,storm_exact_qualified_rounds
06-completions,completions,"{""completions"": 8, ""nodes"": 4}",counts,0.429151,3,0.468845,3,0.486198,3,19.774638,3,2.94091,3
06-completions,completions,"{""completions"": 8, ""nodes"": 4}",masks,0.438249,3,0.491478,3,0.505455,3,22.272454,3,6.208114,3
06-completions,completions,"{""completions"": 8, ""nodes"": 4}",metadata,0.43356,3,0.484975,3,0.468395,3,19.859047,3,2.710452,3
06-completions,completions,"{""completions"": 8, ""nodes"": 4}",structure,41.686831,3,5.371058,3,6.810626,3,18.404061,3,5.675707,3
06-completions,completions,"{""completions"": 8, ""nodes"": 4}",restore,59.363649,3,5.16839,3,6.707974,3,30.77849,3,6.174878,3
07-completions,completions,"{""completions"": 16, ""nodes"": 4}",initial,77.823848,3,5.866797,3,7.722408,3,41.238824,3,8.567225,3
07-completions,completions,"{""completions"": 16, ""nodes"": 4}",repeat,0.480717,3,0.537775,3,0.560286,3,23.319256,3,3.367858,3
07-completions,completions,"{""completions"": 16, ""nodes"": 4}",counts,0.46572,3,0.518579,3,0.522166,3,23.264444,3,3.452197,3
07-completions,completions,"{""completions"": 16, ""nodes"": 4}",masks,0.476459,3,0.558462,3,0.52514,3,27.328056,3,7.532398,3
07-completions,completions,"{""completions"": 16, ""nodes"": 4}",metadata,0.480427,3,0.510152,3,0.512607,3,23.402575,3,3.263054,3
07-completions,completions,"{""completions"": 16, ""nodes"": 4}",structure,50.81059,3,5.500059,3,6.911514,3,21.525619,3,7.19926,3
07-completions,completions,"{""completions"": 16, ""nodes"": 4}",restore,76.193119,3,5.129076,3,7.066603,3,39.251551,3,7.589169,3
08-completions,completions,"{""completions"": 32, ""nodes"": 4}",initial,113.674576,3,6.018139,3,7.899429,3,60.197069,3,11.042061,3
08-completions,completions,"{""completions"": 32, ""nodes"": 4}",repeat,0.578039,3,0.616662,3,0.598007,3,31.21259,3,4.367226,3
08-completions,completions,"{""completions"": 32, ""nodes"": 4}",counts,0.545298,3,0.605029,3,0.606402,3,30.697744,3,4.514732,3
08-completions,completions,"{""completions"": 32, ""nodes"": 4}",masks,0.538245,3,0.66912,3,0.618284,3,37.220452,3,10.494049,3
08-completions,completions,"{""completions"": 32, ""nodes"": 4}",metadata,0.560978,3,0.604669,3,0.621271,3,31.605737,3,4.316499,3
08-completions,completions,"{""completions"": 32, ""nodes"": 4}",structure,66.996575,3,5.732633,3,7.382066,3,27.692052,3,8.871718,3
08-completions,completions,"{""completions"": 32, ""nodes"": 4}",restore,110.874621,3,5.275502,3,7.348464,3,58.808934,3,10.344643,3
09-completions,completions,"{""completions"": 48, ""nodes"": 4}",initial,146.258871,3,6.268056,3,8.427839,3,81.133444,3,14.356575,3
09-completions,completions,"{""completions"": 48, ""nodes"": 4}",repeat,0.660042,3,0.698094,3,0.705076,3,39.09535,3,5.645523,3
09-completions,completions,"{""completions"": 48, ""nodes"": 4}",counts,0.629485,3,0.68053,3,0.696581,3,38.627266,3,5.491633,3
09-completions,completions,"{""completions"": 48, ""nodes"": 4}",masks,0.623183,3,0.686252,3,0.682895,3,47.01713,3,12.542477,3
09-completions,completions,"{""completions"": 48, ""nodes"": 4}",metadata,0.61637,3,0.698374,3,0.702411,3,39.388109,3,5.476949,3
09-completions,completions,"{""completions"": 48, ""nodes"": 4}",structure,83.712629,3,5.994532,3,7.852195,3,34.007824,3,11.161479,3
09-completions,completions,"{""completions"": 48, ""nodes"": 4}",restore,143.449706,3,5.575841,3,7.960803,3,79.05894,3,12.56572,3
10-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 0}",initial,58.386599,3,5.629874,3,7.245748,3,31.622135,3,5.158352,3
10-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 0}",repeat,0.452475,3,0.500976,3,0.497699,3,19.485238,3,2.123234,3
10-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 0}",counts,0.439621,3,0.48723,3,0.483744,3,19.417602,3,2.224163,3
10-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 0}",masks,0.42832,3,0.512506,3,0.494022,3,21.948497,3,4.270393,3
10-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 0}",metadata,0.444661,3,0.488151,3,0.479375,3,19.51843,3,1.982311,3
10-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 0}",structure,40.59415,3,5.497787,3,6.749542,3,18.380005,3,3.913827,3
10-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 0}",restore,58.453053,3,5.057372,3,7.057857,3,30.10111,3,4.272466,3
11-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 2}",initial,58.494705,3,5.52736,3,7.355212,3,31.477898,3,5.80607,3
11-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 2}",repeat,0.469748,3,0.506706,3,0.514831,3,19.546824,3,2.381937,3
11-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 2}",counts,0.435844,3,0.493241,3,0.512808,3,19.488074,3,2.481013,3
11-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 2}",masks,0.432908,3,0.502027,3,0.515523,3,22.068744,3,4.924624,3
11-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 2}",metadata,0.452294,3,0.481058,3,0.501305,3,19.422772,3,2.29305,3
11-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 2}",structure,40.599524,3,5.32934,3,6.88262,3,18.334944,3,4.567198,3
11-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 2}",restore,58.169609,3,5.02431,3,6.788845,3,29.90191,3,4.955393,3
12-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 4}",initial,59.481258,3,5.804829,3,7.179305,3,31.651216,3,7.136094,3
12-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 4}",repeat,0.447195,3,0.500715,3,0.510053,3,19.56433,3,2.806019,3
12-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 4}",counts,0.436054,3,0.491798,3,0.515813,3,19.463913,3,2.918138,3
12-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 4}",masks,0.448027,3,0.522656,3,0.518268,3,22.002401,3,6.214503,3
12-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 4}",metadata,0.432948,3,0.480547,3,0.501296,3,19.678078,3,2.824904,3
12-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 4}",structure,40.554724,3,5.535185,3,6.687455,3,18.3488,3,5.854431,3
12-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 4}",restore,58.373301,3,5.161336,3,6.611604,3,29.965765,3,6.321923,3
13-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 6}",initial,58.564117,3,5.662933,3,7.35914,3,31.830654,3,12.451988,3
13-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 6}",repeat,0.445632,3,0.503721,3,0.488522,3,19.550565,3,4.281644,3
13-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 6}",counts,0.454749,3,0.495846,3,0.485346,3,19.438273,3,4.484743,3
13-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 6}",masks,0.444089,3,0.520532,3,0.490596,3,21.952465,3,11.656263,3
13-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 6}",metadata,0.43398,3,0.490907,3,0.474576,3,19.485741,3,4.202607,3
13-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 6}",structure,40.201154,3,5.38763,3,6.711069,3,18.315918,3,9.980996,3
13-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 6}",restore,57.809015,3,4.993263,3,6.732731,3,30.049492,3,11.402841,3
14-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 8}",initial,58.439074,3,5.609403,3,7.283389,3,31.291093,3,32.034254,3
14-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 8}",repeat,0.459117,3,0.495846,3,0.509211,3,19.452828,3,9.237918,3
14-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 8}",counts,0.429613,3,0.488943,3,0.482521,3,19.256444,3,9.375754,3
14-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 8}",masks,0.432628,3,0.507467,3,0.502448,3,21.822785,3,30.030025,3
14-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 8}",metadata,0.437788,3,0.48707,3,0.478865,3,19.372711,3,9.328418,3
14-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 8}",structure,39.979896,3,5.472347,3,6.804896,3,18.351235,3,25.592293,3
14-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 8}",restore,57.304616,3,5.09907,3,6.739443,3,30.050009,3,30.213362,3
15-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 10}",initial,59.312347,3,5.77353,3,7.282267,3,31.392042,3,93.770607,3
15-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 10}",repeat,0.441074,3,0.477141,3,0.495646,3,19.589232,3,20.525214,3
15-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 10}",counts,0.445281,3,0.461711,3,0.499462,3,19.455082,3,20.651919,3
15-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 10}",masks,0.442907,3,0.505573,3,0.504843,3,21.987099,3,90.57011,3
15-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 10}",metadata,0.430524,3,0.47087,3,0.488552,3,19.390675,3,20.650542,3
15-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 10}",structure,40.459637,3,5.473609,3,6.800527,3,18.424821,3,79.655322,3
15-unknown_controls,unknown_controls,"{""nodes"": 8, ""unknown"": 10}",restore,58.016104,3,5.050489,3,6.758568,3,29.987085,3,90.978165,3
16-categories,categories,"{""categories"": 5, ""completions"": 16, ""nodes"": 4}",initial,78.625512,3,5.835714,3,7.650303,3,40.646872,3,8.593044,3
16-categories,categories,"{""categories"": 5, ""completions"": 16, ""nodes"": 4}",repeat,0.490255,3,0.542382,3,0.532254,3,23.020095,3,3.353,3
16-categories,categories,"{""categories"": 5, ""completions"": 16, ""nodes"": 4}",counts,0.472533,3,0.518988,3,0.505915,3,22.983648,3,3.508912,3
16-categories,categories,"{""categories"": 5, ""completions"": 16, ""nodes"": 4}",masks,0.483503,3,0.556409,3,0.545949,3,26.635816,3,7.58391,3
16-categories,categories,"{""categories"": 5, ""completions"": 16, ""nodes"": 4}",metadata,0.489935,3,0.50366,3,0.532304,3,23.110812,3,3.25658,3
16-categories,categories,"{""categories"": 5, ""completions"": 16, ""nodes"": 4}",structure,50.938115,3,5.491343,3,6.848326,3,21.474887,3,7.343952,3
16-categories,categories,"{""categories"": 5, ""completions"": 16, ""nodes"": 4}",restore,76.831805,3,5.148422,3,6.955886,3,39.010968,3,7.553182,3
17-categories,categories,"{""categories"": 16, ""completions"": 16, ""nodes"": 4}",initial,78.348425,3,6.755452,3,8.479321,3,90.590841,3,43.636323,3
17-categories,categories,"{""categories"": 16, ""completions"": 16, ""nodes"": 4}",repeat,1.21054,3,1.371792,3,1.306369,3,67.546948,3,16.184529,3
17-categories,categories,"{""categories"": 16, ""completions"": 16, ""nodes"": 4}",counts,1.16796,3,1.318502,3,1.287985,3,65.668832,3,16.317156,3
17-categories,categories,"{""categories"": 16, ""completions"": 16, ""nodes"": 4}",masks,1.154826,3,1.359338,3,1.298654,3,77.34337,3,41.415217,3
17-categories,categories,"{""categories"": 16, ""completions"": 16, ""nodes"": 4}",metadata,1.150348,3,1.305066,3,1.286221,3,67.381893,3,16.230535,3
17-categories,categories,"{""categories"": 16, ""completions"": 16, ""nodes"": 4}",structure,51.169202,3,6.325379,3,7.757793,3,48.449889,3,36.083577,3
17-categories,categories,"{""categories"": 16, ""completions"": 16, ""nodes"": 4}",restore,76.447757,3,6.093326,3,7.904526,3,90.00115,3,42.013649,3
18-categories,categories,"{""categories"": 64, ""completions"": 16, ""nodes"": 4}",initial,81.665049,3,11.181285,3,12.580489,3,314.824029,3,200.701034,3
18-categories,categories,"{""categories"": 64, ""completions"": 16, ""nodes"": 4}",repeat,4.694935,3,4.895108,3,4.775476,3,256.294476,3,71.831247,3
18-categories,categories,"{""categories"": 64, ""completions"": 16, ""nodes"": 4}",counts,4.148745,3,4.841399,3,4.803789,3,254.779459,3,71.840585,3
18-categories,categories,"{""categories"": 64, ""completions"": 16, ""nodes"": 4}",masks,4.128367,3,4.881654,3,4.845848,3,299.938281,3,186.938961,3
18-categories,categories,"{""categories"": 64, ""completions"": 16, ""nodes"": 4}",metadata,4.143957,3,4.822393,3,4.79907,3,257.706253,3,72.044847,3
18-categories,categories,"{""categories"": 64, ""completions"": 16, ""nodes"": 4}",structure,54.995766,3,9.826926,3,11.32185,3,165.251381,3,160.808735,3
18-categories,categories,"{""categories"": 64, ""completions"": 16, ""nodes"": 4}",restore,81.397148,3,10.430943,3,12.041974,3,312.007205,3,195.275154,3
19-categories,categories,"{""categories"": 128, ""completions"": 16, ""nodes"": 4}",initial,87.50389,3,17.390169,3,16.996608,3,627.677526,3,396.202423,3
19-categories,categories,"{""categories"": 128, ""completions"": 16, ""nodes"": 4}",repeat,8.160503,3,9.917014,3,9.398949,3,525.652494,3,143.701929,3
19-categories,categories,"{""categories"": 128, ""completions"": 16, ""nodes"": 4}",counts,8.261021,3,9.730226,3,9.66138,3,523.17451,3,144.543035,3
19-categories,categories,"{""categories"": 128, ""completions"": 16, ""nodes"": 4}",masks,8.272712,3,9.912134,3,9.726127,3,611.323767,3,395.577808,3
19-categories,categories,"{""categories"": 128, ""completions"": 16, ""nodes"": 4}",metadata,8.215266,3,9.73781,3,9.555562,3,525.286972,3,143.03255,3
19-categories,categories,"{""categories"": 128, ""completions"": 16, ""nodes"": 4}",structure,58.458746,3,14.92292,3,16.110504,3,328.321902,3,332.747127,3
19-categories,categories,"{""categories"": 128, ""completions"": 16, ""nodes"": 4}",restore,84.354567,3,17.094186,3,17.369935,3,627.29945,3,379.796036,3
20-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""chain""}",initial,72.682263,3,5.775401,3,7.607982,3,37.70395,3,8.040735,3
20-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""chain""}",repeat,0.476249,3,0.544036,3,0.523017,3,22.867547,3,3.105556,3
20-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""chain""}",counts,0.476058,3,0.512337,3,0.526723,3,22.666773,3,3.223897,3
20-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""chain""}",masks,0.490786,3,0.548704,3,0.539387,3,25.902201,3,7.125722,3
20-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""chain""}",metadata,0.480156,3,0.511636,3,0.523677,3,22.758643,3,3.012834,3
20-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""chain""}",structure,49.884249,3,5.496512,3,6.958461,3,21.73472,3,6.454776,3
20-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""chain""}",restore,70.991487,3,5.177947,3,7.008875,3,36.870206,3,7.538592,3
21-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""fanout""}",initial,155.867839,3,5.857951,3,7.538227,3,82.601365,3,11.025923,3
21-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""fanout""}",repeat,0.522275,3,0.608887,3,0.593468,3,39.426915,3,3.66947,3
21-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""fanout""}",counts,0.499583,3,0.543224,3,0.560306,3,38.923304,3,3.844847,3
21-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""fanout""}",masks,0.490816,3,0.588749,3,0.586054,3,43.147768,3,10.099612,3
21-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""fanout""}",metadata,0.512817,3,0.568821,3,0.574602,3,39.152661,3,3.642908,3
21-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""fanout""}",structure,122.801159,3,5.628368,3,7.008964,3,54.295681,3,9.652273,3
21-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""fanout""}",restore,154.89554,3,5.220195,3,6.887648,3,81.144075,3,10.136034,3
22-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""diamond""}",initial,374.272543,3,5.978171,3,7.625594,3,,0,15.592088,3
22-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""diamond""}",repeat,1.501782,3,0.576866,3,0.595842,3,,0,3.766331,3
22-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""diamond""}",counts,0.541702,3,0.547842,3,0.550648,3,,0,3.829569,3
22-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""diamond""}",masks,0.519359,3,0.572128,3,0.591414,3,,0,14.917008,3
22-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""diamond""}",metadata,0.525461,3,0.569574,3,0.58371,3,,0,3.770268,3
22-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""diamond""}",structure,333.368088,3,5.743358,3,7.221562,3,,0,13.575984,3
22-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""diamond""}",restore,366.574327,3,5.27114,3,6.908231,3,,0,14.532449,3
23-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""cyclic""}",initial,204.174324,3,6.072797,3,7.919272,3,129.2037,3,11.995905,3
23-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""cyclic""}",repeat,0.548545,3,0.593588,3,0.572068,3,74.205142,3,3.712691,3
23-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""cyclic""}",counts,0.518929,3,0.548824,3,0.581356,3,72.367448,3,3.967817,3
23-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""cyclic""}",masks,0.524439,3,0.593408,3,0.578641,3,77.823548,3,11.360789,3
23-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""cyclic""}",metadata,0.527224,3,0.584652,3,0.568722,3,74.818985,3,3.665132,3
23-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""cyclic""}",structure,167.019629,3,5.731399,3,7.357185,3,99.807974,3,9.969682,3
23-graph_structure,graph_structure,"{""nodes"": 12, ""structure"": ""cyclic""}",restore,199.926753,3,5.445566,3,7.479103,3,125.648334,3,10.905006,3
24-fully_observed,fully_observed,"{""nodes"": 4}",initial,33.534614,3,6.40748,3,7.696438,3,42.327219,3,4.720962,3
24-fully_observed,fully_observed,"{""nodes"": 4}",repeat,1.090005,3,1.153473,3,1.187708,3,31.08421,3,1.306429,3
24-fully_observed,fully_observed,"{""nodes"": 4}",counts,1.085236,3,1.163522,3,1.16775,3,30.950479,3,1.475003,3
24-fully_observed,fully_observed,"{""nodes"": 4}",masks,0.584922,3,0.655905,3,0.629024,3,23.245656,3,3.822977,3
24-fully_observed,fully_observed,"{""nodes"": 4}",metadata,0.606552,3,0.631288,3,0.638912,3,16.364329,3,1.673525,3
24-fully_observed,fully_observed,"{""nodes"": 4}",structure,22.074349,3,5.562575,3,6.654103,3,13.110906,3,3.398434,3
24-fully_observed,fully_observed,"{""nodes"": 4}",restore,32.689209,3,5.78984,3,6.028495,3,41.06933,3,3.952839,3
25-fully_observed,fully_observed,"{""nodes"": 16}",initial,49.498662,3,7.111635,3,8.194887,3,59.065326,3,5.823361,3
25-fully_observed,fully_observed,"{""nodes"": 16}",repeat,1.168822,3,1.271463,3,1.286402,3,40.60859,3,1.57423,3
25-fully_observed,fully_observed,"{""nodes"": 16}",counts,1.150559,3,1.242981,3,1.25318,3,40.309591,3,1.776716,3
25-fully_observed,fully_observed,"{""nodes"": 16}",masks,0.667326,3,0.740442,3,0.746744,3,33.670097,3,4.515889,3
25-fully_observed,fully_observed,"{""nodes"": 16}",metadata,0.671233,3,0.700948,3,0.713041,3,21.602532,3,1.973744,3
25-fully_observed,fully_observed,"{""nodes"": 16}",structure,24.133056,3,6.146405,3,7.076642,3,13.476059,3,4.222832,3
25-fully_observed,fully_observed,"{""nodes"": 16}",restore,47.2053,3,6.473405,3,7.697821,3,58.303673,3,5.433373,3
26-fully_observed,fully_observed,"{""nodes"": 48}",initial,92.899378,3,7.759096,3,9.323106,3,111.01083,3,8.82762,3
26-fully_observed,fully_observed,"{""nodes"": 48}",repeat,1.368915,3,1.54282,3,1.520118,3,69.035071,3,2.131659,3
26-fully_observed,fully_observed,"{""nodes"": 48}",counts,1.343368,3,1.549973,3,1.52167,3,67.399805,3,2.282731,3
26-fully_observed,fully_observed,"{""nodes"": 48}",masks,0.854715,3,0.949573,3,0.945085,3,65.991736,3,7.6111,3
26-fully_observed,fully_observed,"{""nodes"": 48}",metadata,0.856619,3,0.967346,3,0.94799,3,36.940727,3,2.564047,3
26-fully_observed,fully_observed,"{""nodes"": 48}",structure,31.161283,3,6.834619,3,8.895525,3,15.329228,3,6.22437,3
26-fully_observed,fully_observed,"{""nodes"": 48}",restore,89.84574,3,6.059551,3,8.983671,3,108.373983,3,7.97543,3
