profile,placement,failure_law,repetition,operation_requests,stable_aligned_requests,unaligned_requests,transition_guarded_requests,left_censored_one_path_requests,both_paths_up_requests,one_path_up_requests,neither_path_up_requests,one_path_up_episodes,early_one_path_requests,early_one_path_successes,early_one_path_success_rate,late_one_path_requests,late_one_path_successes,late_one_path_success_rate,late_minus_early_success_rate,maximum_age_interval_width,baseline_requests,baseline_successes,q,interval_prediction_span,adequacy_passed
opentelemetry_demo,split,ND,17,1200,893,0,307,0,542,309,42,47,152,7,0.046052631578947366,157,55,0.3503184713375796,0.30426583975863225,1.011781930923462,80,80,0.9938271604938271,4.478270781094196e-06,True
opentelemetry_demo,split,ND,18,1200,931,0,269,0,625,274,32,46,135,14,0.1037037037037037,139,43,0.30935251798561153,0.20564881428190784,1.008080005645752,80,80,0.9938271604938271,1.580537031697915e-06,True
opentelemetry_demo,split,ND,19,1200,927,0,273,0,622,260,45,49,143,17,0.11888111888111888,117,45,0.38461538461538464,0.26573426573426573,1.0015459060668945,80,80,0.9938271604938271,1.5996463567091723e-06,True
opentelemetry_demo,split,ND,20,1200,932,0,268,0,642,226,64,40,133,15,0.11278195488721804,93,50,0.5376344086021505,0.42485245371493247,1.000359058380127,80,80,0.9938271604938271,1.7198684262309527e-06,True
opentelemetry_demo,split,ND,21,1200,970,0,230,0,662,263,45,36,99,8,0.08080808080808081,164,42,0.25609756097560976,0.17528948016752893,1.0018792152404785,80,80,0.9938271604938271,1.6592285920769e-06,True
opentelemetry_demo,split,ND,22,1200,926,0,274,0,614,258,54,42,138,9,0.06521739130434782,120,44,0.36666666666666664,0.3014492753623188,1.0013318061828613,80,80,0.9938271604938271,2.1693912444220587e-08,True
opentelemetry_demo,split,ND,23,1200,917,0,283,0,551,349,17,49,179,11,0.061452513966480445,170,64,0.3764705882352941,0.3150180742688137,1.0009801387786865,80,80,0.9938271604938271,4.860235210624175e-06,True
opentelemetry_demo,split,ND,24,1200,947,0,253,0,616,286,45,40,137,10,0.072992700729927,149,45,0.30201342281879195,0.22902072208886495,1.000303030014038,80,80,0.9938271604938271,8.009515184426164e-07,True
opentelemetry_demo,split,ND,25,1200,888,0,312,0,549,302,37,48,156,11,0.07051282051282051,146,50,0.3424657534246575,0.271952932911837,1.007735013961792,80,80,0.9938271604938271,5.636182096369069e-06,True
opentelemetry_demo,split,ND,26,1200,966,0,234,0,650,257,59,40,126,16,0.12698412698412698,131,53,0.40458015267175573,0.27759602568762876,1.0030701160430908,80,80,0.9938271604938271,2.2756846818072773e-07,True
opentelemetry_demo,split,ND,27,1200,905,0,295,0,546,292,67,43,141,7,0.04964539007092199,151,57,0.37748344370860926,0.32783805363768725,1.0134761333465576,80,80,0.9938271604938271,6.096864155424875e-06,True
opentelemetry_demo,split,ND,28,1200,892,0,308,0,555,277,60,44,128,17,0.1328125,149,43,0.28859060402684567,0.15577810402684567,1.0008211135864258,80,80,0.9938271604938271,2.0686509960565758e-07,True
opentelemetry_demo,split,ND,29,1200,948,0,252,0,627,281,40,39,132,14,0.10606060606060606,149,48,0.3221476510067114,0.2160870449461053,1.0009050369262695,80,80,0.9938271604938271,5.868880742498916e-07,True
