application,campaign_id,evaluator_reason,evaluator_status,forecast,law,method,metrics,operation,placement,repetition
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/1,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,B0,,compose_post,colocated,1
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/1,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,PMX,,compose_post,colocated,1
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/1,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,PMX_inclusive,,compose_post,colocated,1
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/1,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,Gstar,,read_home_timeline,colocated,1
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/1,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,GID,,read_home_timeline,colocated,1
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/1,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,Gselected,,read_home_timeline,colocated,1
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/1,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G_without_deadline,,read_home_timeline,colocated,1
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/1,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G_without_selection,,read_home_timeline,colocated,1
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/1,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G_without_completion,,read_home_timeline,colocated,1
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/1,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G0,,read_home_timeline,colocated,1
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/1,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,B0,,read_home_timeline,colocated,1
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/1,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,PMX,,read_home_timeline,colocated,1
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/1,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,PMX_inclusive,,read_home_timeline,colocated,1
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/1,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,Gstar,,read_user_timeline,colocated,1
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/1,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,GID,,read_user_timeline,colocated,1
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/1,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,Gselected,,read_user_timeline,colocated,1
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/1,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G_without_deadline,,read_user_timeline,colocated,1
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/1,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G_without_selection,,read_user_timeline,colocated,1
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/1,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G_without_completion,,read_user_timeline,colocated,1
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/1,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G0,,read_user_timeline,colocated,1
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/1,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,B0,,read_user_timeline,colocated,1
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/1,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,PMX,,read_user_timeline,colocated,1
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/1,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,PMX_inclusive,,read_user_timeline,colocated,1
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,Gstar,,compose_post,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,GID,,compose_post,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,Gselected,,compose_post,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G_without_deadline,,compose_post,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G_without_selection,,compose_post,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G_without_completion,,compose_post,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G0,,compose_post,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,B0,,compose_post,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,PMX,,compose_post,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,PMX_inclusive,,compose_post,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,Gstar,,read_home_timeline,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,GID,,read_home_timeline,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,Gselected,,read_home_timeline,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G_without_deadline,,read_home_timeline,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G_without_selection,,read_home_timeline,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G_without_completion,,read_home_timeline,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G0,,read_home_timeline,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,B0,,read_home_timeline,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,PMX,,read_home_timeline,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,PMX_inclusive,,read_home_timeline,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,Gstar,,read_user_timeline,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,GID,,read_user_timeline,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,Gselected,,read_user_timeline,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G_without_deadline,,read_user_timeline,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G_without_selection,,read_user_timeline,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G_without_completion,,read_user_timeline,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G0,,read_user_timeline,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,B0,,read_user_timeline,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,PMX,,read_user_timeline,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/2,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,PMX_inclusive,,read_user_timeline,colocated,2
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/3,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,Gstar,,compose_post,colocated,3
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/3,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,GID,,compose_post,colocated,3
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/3,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,Gselected,,compose_post,colocated,3
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/3,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G_without_deadline,,compose_post,colocated,3
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/3,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G_without_selection,,compose_post,colocated,3
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/3,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G_without_completion,,compose_post,colocated,3
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/3,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G0,,compose_post,colocated,3
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/3,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,B0,,compose_post,colocated,3
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/3,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,PMX,,compose_post,colocated,3
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/3,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,PMX_inclusive,,compose_post,colocated,3
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/3,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,Gstar,,read_home_timeline,colocated,3
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/3,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,GID,,read_home_timeline,colocated,3
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/3,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,Gselected,,read_home_timeline,colocated,3
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/3,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G_without_deadline,,read_home_timeline,colocated,3
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/3,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G_without_selection,,read_home_timeline,colocated,3
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/3,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G_without_completion,,read_home_timeline,colocated,3
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/3,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,G0,,read_home_timeline,colocated,3
deathstarbench_social_network,v3-main-771601/deathstarbench_social_network/colocated/N/3,acquisition_or_evaluator_unavailable,unavailable,"{""probability"": null, ""reason"": ""acquisition_or_evaluator_unavailable"", ""status"": ""missing""}",N,B0,,read_home_timeline,colocated,3
