profile,placement,failure_law,repetition,period,request_id,trace_id,trace_header,scheduled_offset_seconds,started_at,completed_at,operation,branch_class,status_code,immediate_success,semantic_success,semantic_rule,semantic_reason,timed_out,latency_ms,response_bytes,response_sha256,error
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000013,8487eab7b1f519f27f8bfbb5eae672de,traceparent,3.25,2026-09-08T08:41:13.675617+00:00,2026-09-08T08:41:13.707899+00:00,checkout,complete_checkout,200,true,true,whole_operation_contract_v1,,false,32.28183600000989,956,e1bbfc17efb63c36038ff9342dde686a35fe13fef78fb11ab8860513fb673d8f,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000014,3c5070b5478ceccb2efd264bcc2057c3,traceparent,3.5,2026-09-08T08:41:13.925646+00:00,2026-09-08T08:41:13.960243+00:00,checkout,complete_checkout,200,true,true,whole_operation_contract_v1,,false,34.59713000000875,956,2b0c9228d2a18705e6864089be2e767b95e05c54b87766d43693616e219b0f4d,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000015,043edc6d9ec691f15863b71676040b59,traceparent,3.75,2026-09-08T08:41:14.176106+00:00,2026-09-08T08:41:14.212531+00:00,checkout,complete_checkout,200,true,true,whole_operation_contract_v1,,false,36.42504500001564,956,1ac85820b27d66120a6e6dd35a25ca565c7a67521529b4c8ef3efb8b1843ec03,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000016,145e6132870ec04f33122fffcb12b8a0,traceparent,4.0,2026-09-08T08:41:14.425699+00:00,2026-09-08T08:41:14.444145+00:00,add_to_cart,complete_add_to_cart,200,true,true,whole_operation_contract_v1,,false,18.44583800001942,132,9134eaf0e783c85759ab636f91620eaac9563658a20787b53bd45af9264a2756,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000017,6109d876279e1bddfc58c8344f6f89f6,traceparent,4.25,2026-09-08T08:41:14.675620+00:00,2026-09-08T08:41:14.689759+00:00,add_to_cart,complete_add_to_cart,200,true,true,whole_operation_contract_v1,,false,14.138748000021906,132,e6273840dedf80ffc5550b13a222e8175678cc138738dad1a8e874bd5f32dbdd,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000018,6e0f3b359579a624872a11d1a7027c9b,traceparent,4.5,2026-09-08T08:41:14.925650+00:00,2026-09-08T08:41:14.965474+00:00,checkout,complete_checkout,200,true,true,whole_operation_contract_v1,,false,39.823267000002716,956,c632222dc790dbbf068a863849cacaaa296587601320dd27d101f00b9125a6b0,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000019,eb570bf0dd71d6b17189e0ddeb29e7be,traceparent,4.75,2026-09-08T08:41:15.175713+00:00,2026-09-08T08:41:15.194181+00:00,add_to_cart,complete_add_to_cart,200,true,true,whole_operation_contract_v1,,false,18.4682660000135,132,6d892d3183839b3dcf41635cd082131878ad219ef97ee76cffef5600ac6b7940,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000020,eefdff3e1a7a0b80d616d139d8ff7944,traceparent,5.0,2026-09-08T08:41:15.425698+00:00,2026-09-08T08:41:15.449513+00:00,add_to_cart,complete_add_to_cart,200,true,true,whole_operation_contract_v1,,false,23.81427000000258,132,fce757046cd8bac04b6246293fd7bebc58df07e20573f1fed112ca92ced12332,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000021,e08aa4ed48faaf3df907a272fa0cb91d,traceparent,5.25,2026-09-08T08:41:15.675626+00:00,2026-09-08T08:41:15.686487+00:00,add_to_cart,complete_add_to_cart,200,true,true,whole_operation_contract_v1,,false,10.860577000016747,132,637fc5b04f3fd53ba2e4a11b5671739372ea2a4c6dad2472356c0b2c252496e4,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000022,5ab6257c4276a43b9cea89629a94be1f,traceparent,5.5,2026-09-08T08:41:15.925621+00:00,2026-09-08T08:41:15.931773+00:00,browse_product,complete_browse_product,200,true,true,whole_operation_contract_v1,,false,6.152001000003793,506,19dc2bcd5a65336959286a898cdecd48cdbcd555dcc418b23f48324c447b4983,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000023,64fd2f14b0eb32c2cf9846fddc60ae3a,traceparent,5.75,2026-09-08T08:41:16.175618+00:00,2026-09-08T08:41:16.214757+00:00,checkout,complete_checkout,200,true,true,whole_operation_contract_v1,,false,39.13894300001175,956,2897f6dc03437c6e8768d4fe0baafecc742d7238881706e69f24dfbd2b58c9ff,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000024,eae7e7e02f9191ce97e8462425c52f50,traceparent,6.0,2026-09-08T08:41:16.425640+00:00,2026-09-08T08:41:16.443158+00:00,add_to_cart,complete_add_to_cart,200,true,true,whole_operation_contract_v1,,false,17.517354999995405,132,9a188e5c3cf25c825a160e0fe1b083f96b0c0078410703738ed089219c4f60d1,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000025,5a90dd42460439699933fb74e04db185,traceparent,6.25,2026-09-08T08:41:16.675616+00:00,2026-09-08T08:41:16.688629+00:00,add_to_cart,complete_add_to_cart,200,true,true,whole_operation_contract_v1,,false,13.013274000002184,132,e9f8fcb28aff944797d7e8328e7d8c8f8a908ccedd478cf7533619622d35b9a1,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000026,c0f25268e288d9fb5bcb179c4e7a43fb,traceparent,6.5,2026-09-08T08:41:16.925625+00:00,2026-09-08T08:41:16.931774+00:00,browse_product,complete_browse_product,200,true,true,whole_operation_contract_v1,,false,6.149807000014107,506,19dc2bcd5a65336959286a898cdecd48cdbcd555dcc418b23f48324c447b4983,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000027,2dfd30a385b779ff2dc0e9e69af8b224,traceparent,6.75,2026-09-08T08:41:17.175635+00:00,2026-09-08T08:41:17.190344+00:00,add_to_cart,complete_add_to_cart,200,true,true,whole_operation_contract_v1,,false,14.708263000017041,132,b2636aa2395f60ae4fd2a3878f7ee78f7fce78c36c35d54ecfbbc49b740915e7,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000028,78275205a1eec3c46e8295fdcb3c24f6,traceparent,7.0,2026-09-08T08:41:17.425636+00:00,2026-09-08T08:41:17.437566+00:00,add_to_cart,complete_add_to_cart,200,true,true,whole_operation_contract_v1,,false,11.930128000017248,132,d2fbe1d4ec77ea5a34a5365956b0610d5dfb71b696c9ff703ec3889dfa1cfec0,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000029,0bd876bcc8720f8801f151b2bbb5accb,traceparent,7.25,2026-09-08T08:41:17.675629+00:00,2026-09-08T08:41:17.681173+00:00,browse_product,complete_browse_product,200,true,true,whole_operation_contract_v1,,false,5.54331099999672,506,19dc2bcd5a65336959286a898cdecd48cdbcd555dcc418b23f48324c447b4983,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000030,bc0f345aafce6849705589ae5fa3aa5f,traceparent,7.5,2026-09-08T08:41:17.925629+00:00,2026-09-08T08:41:17.937651+00:00,add_to_cart,complete_add_to_cart,200,true,true,whole_operation_contract_v1,,false,12.021404999984497,132,e577e8a73484beb89eaf456d6cb67bf8b7679432b7077fa6105c4af6aa4b9944,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000031,360d25dc7870ef58db93acc9a1ca48f8,traceparent,7.75,2026-09-08T08:41:18.175612+00:00,2026-09-08T08:41:18.223125+00:00,checkout,complete_checkout,200,true,true,whole_operation_contract_v1,,false,47.512484999998605,956,e962389c7e46bc3f8e0c9bca2605fc107c7f66a6131ca4b22dfc33c0a5ae059b,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000032,268278390e9933510cad32bb38d55146,traceparent,8.0,2026-09-08T08:41:18.425722+00:00,2026-09-08T08:41:18.462385+00:00,checkout,complete_checkout,200,true,true,whole_operation_contract_v1,,false,36.66322000000832,956,dd227a3995ec992298a01d250599ee68d024ab2d0704f7277d5395c9f8b174d4,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000033,a218c225c8b675de1d4cd348038b5bde,traceparent,8.25,2026-09-08T08:41:18.675616+00:00,2026-09-08T08:41:18.681598+00:00,browse_product,complete_browse_product,200,true,true,whole_operation_contract_v1,,false,5.981953999992129,506,19dc2bcd5a65336959286a898cdecd48cdbcd555dcc418b23f48324c447b4983,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000034,eb460c16bc46fffc1813eb57e86e883b,traceparent,8.5,2026-09-08T08:41:18.925618+00:00,2026-09-08T08:41:18.937498+00:00,add_to_cart,complete_add_to_cart,200,true,true,whole_operation_contract_v1,,false,11.880342000011979,132,639ffe60626c4c551ca95b018d6075bc7019fbfe8ad121781d2987b70052cf0c,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000035,14b18a38f57b6a4dcc864cc64072c070,traceparent,8.75,2026-09-08T08:41:19.175617+00:00,2026-09-08T08:41:19.185355+00:00,add_to_cart,complete_add_to_cart,200,true,true,whole_operation_contract_v1,,false,9.738682999994808,132,b0b1f0436c9a431cfe254b3857c44254fec41e6dd72e831fde15bcf611ade973,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000036,86a698a9d76b984564405941b51b7cca,traceparent,9.0,2026-09-08T08:41:19.425676+00:00,2026-09-08T08:41:19.465060+00:00,checkout,complete_checkout,200,true,true,whole_operation_contract_v1,,false,39.38343300001179,956,5dee6940a27487ac6af339aa0afc52ae068f53d7c557092b2a1ab1794e5f2adb,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000037,b18f629105abb74f370ce31e2fee6f1a,traceparent,9.25,2026-09-08T08:41:19.675619+00:00,2026-09-08T08:41:19.729572+00:00,checkout,complete_checkout,200,true,true,whole_operation_contract_v1,,false,53.95328199998062,956,229fab999977872fa2bb9b3b606fc0ed0f88b14fde802cf67e38401f24a9e545,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000038,04a0f06097e5b64a6aa04870d1ab0910,traceparent,9.5,2026-09-08T08:41:19.925633+00:00,2026-09-08T08:41:19.960604+00:00,checkout,complete_checkout,200,true,true,whole_operation_contract_v1,,false,34.970704000016894,956,7a6acdc493ed4be819ef5bd5c652f483d191104150f224d1513091405645e4a2,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000039,526e348afdaeddfe66bba03346013bdc,traceparent,9.75,2026-09-08T08:41:20.175613+00:00,2026-09-08T08:41:20.205713+00:00,checkout,complete_checkout,200,true,true,whole_operation_contract_v1,,false,30.099126999999726,956,8340adb86396405602507626c117fd6980b00bd1ee70f139e1deaddcd9a8a7c5,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000040,3a85b2612211a6cedfa94f3e9343e686,traceparent,10.0,2026-09-08T08:41:20.425684+00:00,2026-09-08T08:41:20.471093+00:00,checkout,complete_checkout,200,true,true,whole_operation_contract_v1,,false,45.408718000004455,956,a1562091895c542a8f7c1dd404c0f4c66ad79563e580ce950b38e95c76d84e0e,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000041,93b160de7e5260af4dae148070834b88,traceparent,10.25,2026-09-08T08:41:20.675649+00:00,2026-09-08T08:41:20.714350+00:00,checkout,complete_checkout,200,true,true,whole_operation_contract_v1,,false,38.700681999984,956,e3f184b2d1aacbd5c3034c82a200a43c3112972f3d7bb8428eb529cec07406c8,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000042,3c32259967ffae74191038f346b757f9,traceparent,10.5,2026-09-08T08:41:20.925617+00:00,2026-09-08T08:41:20.931623+00:00,browse_product,complete_browse_product,200,true,true,whole_operation_contract_v1,,false,6.00557999999296,506,19dc2bcd5a65336959286a898cdecd48cdbcd555dcc418b23f48324c447b4983,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000043,c73aad076ffc19963b4d06ffec11b8bb,traceparent,10.75,2026-09-08T08:41:21.175642+00:00,2026-09-08T08:41:21.215867+00:00,checkout,complete_checkout,200,true,true,whole_operation_contract_v1,,false,40.22408800000221,956,f6852295d55c148b83ccb45da24c4ff78aa01119f0a8f2d2afbda87354256d97,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000044,9945bec8810b63b7255a8bc50aae1c22,traceparent,11.0,2026-09-08T08:41:21.425733+00:00,2026-09-08T08:41:21.437317+00:00,browse_product,complete_browse_product,200,true,true,whole_operation_contract_v1,,false,11.58427499998993,506,19dc2bcd5a65336959286a898cdecd48cdbcd555dcc418b23f48324c447b4983,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000045,3163b9accd8201551b909c71ea5fdbeb,traceparent,11.25,2026-09-08T08:41:21.675621+00:00,2026-09-08T08:41:21.711445+00:00,checkout,complete_checkout,200,true,true,whole_operation_contract_v1,,false,35.824133999994956,956,5b66ab34efb7d19f13638ab21edd7e8c71fe243de97e919464b50529d45fc3ad,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000046,a861656416248b0fef32203dc1ff4522,traceparent,11.5,2026-09-08T08:41:21.925629+00:00,2026-09-08T08:41:21.931977+00:00,browse_product,complete_browse_product,200,true,true,whole_operation_contract_v1,,false,6.348065999986829,506,19dc2bcd5a65336959286a898cdecd48cdbcd555dcc418b23f48324c447b4983,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000047,633fc8605d6bfa291e3e8ace75fcf936,traceparent,11.75,2026-09-08T08:41:22.175616+00:00,2026-09-08T08:41:22.181126+00:00,browse_product,complete_browse_product,200,true,true,whole_operation_contract_v1,,false,5.509889999984807,506,19dc2bcd5a65336959286a898cdecd48cdbcd555dcc418b23f48324c447b4983,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000048,be5585267f784a68245c551d6e611042,traceparent,12.0,2026-09-08T08:41:22.425916+00:00,2026-09-08T08:41:22.441245+00:00,add_to_cart,complete_add_to_cart,200,true,true,whole_operation_contract_v1,,false,15.329532000009749,132,e3f0c19a94ee70cbcf29873503f0bb4354d34082337e73c72c24da0b64d61841,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000049,72df818f457bb7f2c175b886eef60bea,traceparent,12.25,2026-09-08T08:41:22.675605+00:00,2026-09-08T08:41:22.686335+00:00,add_to_cart,complete_add_to_cart,200,true,true,whole_operation_contract_v1,,false,10.729916999991929,132,7e18ad4fa055fb94bcca42feb715a64968a38b16f403acae92b4e989ad103127,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000050,78500d196f04f4acb10711b155c6e508,traceparent,12.5,2026-09-08T08:41:22.925744+00:00,2026-09-08T08:41:22.933274+00:00,browse_product,complete_browse_product,200,true,true,whole_operation_contract_v1,,false,7.529796999989458,506,19dc2bcd5a65336959286a898cdecd48cdbcd555dcc418b23f48324c447b4983,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000051,b730c5d819a31e47009579ddb7e6b8f7,traceparent,12.75,2026-09-08T08:41:23.175594+00:00,2026-09-08T08:41:23.182133+00:00,browse_product,complete_browse_product,200,true,true,whole_operation_contract_v1,,false,6.5392610000003515,506,19dc2bcd5a65336959286a898cdecd48cdbcd555dcc418b23f48324c447b4983,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000052,ee91c198e10e69462b9423a29fa5e2b6,traceparent,13.0,2026-09-08T08:41:23.425683+00:00,2026-09-08T08:41:23.438237+00:00,add_to_cart,complete_add_to_cart,200,true,true,whole_operation_contract_v1,,false,12.553386999996974,132,ee6ee1187440bbe97c25b3f8349ce531044d1089018b79370056e4c59284aaf3,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000053,d3bd0b9610810b2c73299d26152227c7,traceparent,13.25,2026-09-08T08:41:23.675620+00:00,2026-09-08T08:41:23.704767+00:00,checkout,complete_checkout,200,true,true,whole_operation_contract_v1,,false,29.14735400000268,956,0eedfa4b09d109a2d1a1bd7fbdbd72768cdce0701071749e314241d11a44566d,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000054,f47bc0bd37338d95975311252359e712,traceparent,13.5,2026-09-08T08:41:23.925638+00:00,2026-09-08T08:41:23.957761+00:00,checkout,complete_checkout,200,true,true,whole_operation_contract_v1,,false,32.12273400001209,956,640ada0e3ceea23f53fa9b1374ad0a0f23921501d62e95d9477540652be93dbb,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000055,8db22938970c0384cd323b7045de9470,traceparent,13.75,2026-09-08T08:41:24.175639+00:00,2026-09-08T08:41:24.207140+00:00,checkout,complete_checkout,200,true,true,whole_operation_contract_v1,,false,31.501079999998183,956,a41deab509a42b3ad0d7825744535252e6820d9922f97a9f0c9a08e87b4ecc57,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000056,22f4a4906775ccb7621012f865221521,traceparent,14.0,2026-09-08T08:41:24.425678+00:00,2026-09-08T08:41:24.431632+00:00,browse_product,complete_browse_product,200,true,true,whole_operation_contract_v1,,false,5.9534849999920425,506,19dc2bcd5a65336959286a898cdecd48cdbcd555dcc418b23f48324c447b4983,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000057,d2b0c361d9cab8257b6cf71ece51f725,traceparent,14.25,2026-09-08T08:41:24.675649+00:00,2026-09-08T08:41:24.680960+00:00,browse_product,complete_browse_product,200,true,true,whole_operation_contract_v1,,false,5.3102890000218395,506,19dc2bcd5a65336959286a898cdecd48cdbcd555dcc418b23f48324c447b4983,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000058,0271e7cac51fad0993e4935f335720f6,traceparent,14.5,2026-09-08T08:41:24.925619+00:00,2026-09-08T08:41:24.931440+00:00,browse_product,complete_browse_product,200,true,true,whole_operation_contract_v1,,false,5.8204890000013165,506,19dc2bcd5a65336959286a898cdecd48cdbcd555dcc418b23f48324c447b4983,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000059,87c0817fce73f03827090d70c0b2370e,traceparent,14.75,2026-09-08T08:41:25.175615+00:00,2026-09-08T08:41:25.185822+00:00,add_to_cart,complete_add_to_cart,200,true,true,whole_operation_contract_v1,,false,10.206376000013506,132,591a334ff9d3c081fcf79f7668d89d27aa3dd41d1e702951d35d40479b18992e,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000060,a5c9e89f6c01c8fb3476ec89f95f0e0d,traceparent,15.0,2026-09-08T08:41:25.425686+00:00,2026-09-08T08:41:25.462655+00:00,checkout,complete_checkout,200,true,true,whole_operation_contract_v1,,false,36.96883699998921,956,43d394403d3517b4e695b88a6a7a3d1eb1a55ced72297373f4a406930b7c5cee,
opentelemetry_demo,colocated,N,0,baseline,ten-contract-qualification-34205650183-opentelemetry_demo-colocated-N-r0-baseline-000061,cd6b5065e432b5c0c414e5934cfaeb1d,traceparent,15.25,2026-09-08T08:41:25.675626+00:00,2026-09-08T08:41:25.681094+00:00,browse_product,complete_browse_product,200,true,true,whole_operation_contract_v1,,false,5.468105999995032,506,19dc2bcd5a65336959286a898cdecd48cdbcd555dcc418b23f48324c447b4983,
